k_index,band_index,k_distance,energy_eV,weight
52,2,1.98904963,-4.505724,3.81699567e-01
53,2,2.01052713,-4.522484,3.80570415e-01
54,2,2.03200496,-4.536669,3.79324916e-01
55,2,2.05348246,-4.548295,3.77968056e-01
56,2,2.07496029,-4.557325,3.76508222e-01
57,2,2.09643779,-4.563799,3.74944795e-01
58,2,2.11791562,-4.567686,3.73286553e-01
59,2,2.13939312,-4.568962,3.71539295e-01
60,2,2.13939312,-4.568962,3.71539294e-01
61,2,2.20382612,-4.667231,4.09350595e-01
62,2,2.26825912,-4.683691,4.30018043e-01
63,2,2.33269211,-4.625347,4.35429132e-01
64,2,2.39712495,-4.502100,4.29167107e-01
65,2,2.46155794,-4.323677,4.14750461e-01
66,2,2.52599094,-4.098907,3.94878718e-01
67,2,2.59042394,-3.834999,3.71387705e-01
68,2,2.65485693,-3.537912,3.45422347e-01
69,2,2.71928993,-3.213237,3.17651664e-01
70,2,2.78372276,-2.866140,2.88408524e-01
71,2,2.84815576,-2.501942,2.57781853e-01
72,2,2.91258876,-2.126895,2.25663987e-01
73,2,2.97702175,-1.748566,1.91796824e-01
74,2,3.04145475,-1.376798,1.55871059e-01
75,2,3.10588775,-1.024255,1.17802041e-01
76,2,3.17032058,-0.708614,7.83746955e-02
77,2,3.23475363,-0.451775,4.06684116e-02
78,2,3.29918661,-0.280740,1.14677948e-02
79,2,3.36361957,-0.221237,2.45742754e-04
80,2,3.36361957,-0.221237,2.86754631e-04
81,2,3.41622887,-0.236100,2.28260639e-03
82,2,3.46883817,-0.282174,2.31444586e-02
83,2,3.52144747,-0.352540,4.27695445e-02
84,2,3.57405686,-0.440122,1.88582712e-01
85,2,3.62666598,-0.538050,2.23220714e-01
86,2,3.67927530,-0.640874,2.83372066e-01
87,2,3.73188462,-0.744147,3.58008814e-01
88,2,3.78449394,-0.844362,4.78377792e-01
89,2,3.83710326,-0.939896,1.27217212e-01
90,2,3.88971258,-1.028758,4.11578539e-02
91,2,3.94232191,-1.109818,3.75757040e-01
92,2,3.99493123,-1.182323,4.80225126e-01
93,2,4.04754055,-1.245711,7.56360522e-01
94,2,4.10014987,-1.299418,6.57232300e-03
95,2,4.15275899,-1.343739,5.77531207e-01
